state,sample_size,answer,pct,votes
Delaware,395.0,Biden,61.24,3
Delaware,395.0,Trump,37.16,3
Delaware,395.0,Biden,60.97,3
Delaware,395.0,Trump,37.34,3
District of Columbia,343.0,Biden,86.34,3
District of Columbia,343.0,Trump,12.04,3
District of Columbia,343.0,Biden,84.38,3
District of Columbia,343.0,Trump,13.61,3
Connecticut,1415.0,Biden,61.25,7
Connecticut,1415.0,Trump,37.07,7
Connecticut,1415.0,Biden,61.25,7
Connecticut,1415.0,Trump,36.04,7
Colorado,2717.0,Biden,56.97,9
Colorado,2717.0,Trump,41.45,9
Colorado,2717.0,Biden,56.8,9
Colorado,2717.0,Trump,41.0,9
California,20346.0,Biden,63.3,55
California,20346.0,Trump,34.78,55
California,20346.0,Biden,63.34,55
California,20346.0,Trump,33.9,55
Arizona,7100.0,Biden,50.97,11
Arizona,7100.0,Trump,47.45,11
Arizona,7100.0,Biden,51.77,11
Arizona,7100.0,Trump,46.0,11
Arkansas,771.0,Biden,37.67,6
Arkansas,771.0,Trump,61.58,6
Arkansas,771.0,Biden,40.35,6
Arkansas,771.0,Trump,58.7,6
Alabama,1354.0,Biden,39.02,9
Alabama,1354.0,Trump,58.71,9
Alabama,1354.0,Biden,42.24,9
Alabama,1354.0,Trump,54.78,9
Alaska,563.0,Biden,44.72,3
Alaska,563.0,Trump,53.49,3
Alaska,563.0,Biden,43.39,3
Alaska,563.0,Trump,53.7,3
New York,504.0,Biden,61.0,29
New York,504.0,Trump,29.0,29
Georgia,969.0,Biden,50.0,16
Georgia,969.0,Trump,47.0,16
Kansas,677.0,Biden,42.0,6
Kansas,677.0,Trump,52.0,6
Oregon,944.0,Biden,56.0,7
Oregon,944.0,Trump,39.0,7
North Dakota,460.0,Biden,37.0,3
North Dakota,460.0,Trump,51.0,3
Arizona,800.0,Biden,49.0,11
Arizona,800.0,Trump,45.0,11
Florida,604.0,Biden,49.0,29
Florida,604.0,Trump,44.0,29
California,558.0,Biden,59.0,55
California,558.0,Trump,32.0,55
Michigan,1042.0,Biden,48.7,16
Michigan,1042.0,Trump,47.1,16
Arizona,500.0,Biden,47.0,11
Arizona,500.0,Trump,46.0,11
Wisconsin,1084.0,Biden,47.2,10
Wisconsin,1084.0,Trump,44.3,10
New Hampshire,600.0,Biden,53.0,4
New Hampshire,600.0,Trump,44.0,4
New Hampshire,972.0,Biden,53.0,4
New Hampshire,972.0,Trump,44.0,4
South Carolina,800.0,Biden,44.0,9
South Carolina,800.0,Trump,49.0,9
Arizona,808.0,Biden,50.0,11
Arizona,808.0,Trump,46.0,11
Arizona,808.0,Biden,49.0,11
Arizona,808.0,Trump,45.0,11
Iowa,743.0,Biden,45.0,6
Iowa,743.0,Trump,50.0,6
Iowa,743.0,Biden,44.0,6
Iowa,743.0,Trump,47.0,6
Maine,718.0,Biden,53.0,2
Maine,718.0,Trump,39.0,2
Maine,718.0,Biden,55.0,2
Maine,718.0,Trump,41.0,2
South Carolina,824.0,Biden,43.0,9
South Carolina,824.0,Trump,47.0,9
South Carolina,824.0,Biden,45.0,9
South Carolina,824.0,Trump,50.0,9
North Carolina,822.0,Biden,50.0,15
North Carolina,822.0,Trump,47.0,15
Nebraska CD-2,420.0,Biden,48.0,1
Nebraska CD-2,420.0,Trump,41.0,1
Pennsylvania,711.0,Biden,49.0,20
Pennsylvania,711.0,Trump,40.0,20
Georgia,400.0,Biden,50.0,16
Georgia,400.0,Trump,47.0,16
Iowa,400.0,Biden,47.0,6
Iowa,400.0,Trump,49.0,6
North Carolina,400.0,Biden,49.0,15
North Carolina,400.0,Trump,47.0,15
Ohio,400.0,Biden,47.0,18
Ohio,400.0,Trump,49.0,18
Texas,400.0,Biden,47.0,38
Texas,400.0,Trump,49.0,38
Georgia,1125.0,Biden,50.0,16
Georgia,1125.0,Trump,47.0,16
South Carolina,1123.0,Biden,47.0,9
South Carolina,1123.0,Trump,48.0,9
Wisconsin,663.0,Biden,48.0,10
Wisconsin,663.0,Trump,43.0,10
Delaware,847.0,Biden,54.0,3
Delaware,847.0,Trump,33.0,3
Texas,612.0,Biden,48.0,38
Texas,612.0,Trump,48.0,38
Pennsylvania,909.0,Biden,48.9,20
Pennsylvania,909.0,Trump,43.6,20
Pennsylvania,774.0,Biden,49.7,20
Pennsylvania,774.0,Trump,44.7,20
Illinois,1208.0,Biden,52.9,20
Illinois,1208.0,Trump,39.8,20
Wisconsin,500.0,Biden,48.0,10
Wisconsin,500.0,Trump,46.0,10
Florida,500.0,Biden,46.0,29
Florida,500.0,Trump,42.0,29
Iowa,780.0,Biden,48.0,6
Iowa,780.0,Trump,46.0,6
Arizona,871.0,Biden,47.0,11
Arizona,871.0,Trump,44.0,11
North Carolina,1097.0,Biden,47.0,15
North Carolina,1097.0,Trump,45.0,15
Michigan,785.0,Biden,51.0,16
Michigan,785.0,Trump,42.0,16
Georgia,789.0,Biden,45.0,16
Georgia,789.0,Trump,44.0,16
Pennsylvania,568.0,Biden,54.0,20
Pennsylvania,568.0,Trump,45.0,20
Pennsylvania,702.0,Biden,54.0,20
Pennsylvania,702.0,Trump,44.0,20
Nevada,750.0,Biden,49.0,6
Nevada,750.0,Trump,48.0,6
New Hampshire,850.0,Biden,56.0,4
New Hampshire,850.0,Trump,42.0,4
Florida,1073.0,Biden,48.0,29
Florida,1073.0,Trump,43.0,29
Pennsylvania,1015.0,Biden,50.0,20
Pennsylvania,1015.0,Trump,44.0,20
Georgia,1164.0,Biden,46.0,16
Georgia,1164.0,Trump,47.0,16
North Carolina,1213.0,Biden,48.0,15
North Carolina,1213.0,Trump,46.0,15
South Carolina,1080.0,Biden,42.0,9
South Carolina,1080.0,Trump,52.0,9
Wisconsin,1189.0,Biden,47.7,10
Wisconsin,1189.0,Trump,44.9,10
Virginia,600.0,Biden,51.5,13
Virginia,600.0,Trump,41.4,13
North Carolina,921.0,Biden,47.0,15
North Carolina,921.0,Trump,47.0,15
North Carolina,921.0,Biden,48.0,15
North Carolina,921.0,Trump,49.0,15
Texas,882.0,Biden,46.0,38
Texas,882.0,Trump,49.0,38
Texas,882.0,Biden,46.0,38
Texas,882.0,Trump,50.0,38
New Hampshire,657.0,Biden,52.0,4
New Hampshire,657.0,Trump,44.0,4
New Hampshire,657.0,Biden,53.0,4
New Hampshire,657.0,Trump,44.0,4
Nevada,641.0,Biden,46.0,6
Nevada,641.0,Trump,41.0,6
Ohio,3092.0,Biden,48.0,18
Ohio,3092.0,Trump,50.0,18
Minnesota,500.0,Biden,46.6,10
Minnesota,500.0,Trump,40.2,10
Wisconsin,727.0,Biden,54.0,10
Wisconsin,727.0,Trump,44.0,10
Wisconsin,951.0,Biden,52.0,10
Wisconsin,951.0,Trump,44.0,10
Minnesota,800.0,Biden,48.0,10
Minnesota,800.0,Trump,42.0,10
Nevada,810.0,Biden,52.0,6
Nevada,810.0,Trump,41.0,6
Nevada,911.0,Biden,50.0,6
Nevada,911.0,Trump,40.0,6
Ohio,830.0,Biden,50.0,18
Ohio,830.0,Trump,45.0,18
Ohio,907.0,Biden,49.0,18
Ohio,907.0,Trump,44.0,18
Pennsylvania,856.0,Biden,51.0,20
Pennsylvania,856.0,Trump,44.0,20
Pennsylvania,910.0,Biden,51.0,20
Pennsylvania,910.0,Trump,43.0,20
Alaska,602.0,Biden,46.0,3
Alaska,602.0,Trump,47.0,3
Michigan,1082.0,Biden,52.0,16
Michigan,1082.0,Trump,43.0,16
Michigan,799.0,Biden,52.0,16
Michigan,799.0,Trump,44.0,16
Maine,847.0,Biden,50.0,2
Maine,847.0,Trump,39.0,2
Maine CD-1,416.0,Biden,54.0,1
Maine CD-1,416.0,Trump,36.0,1
Maine CD-2,425.0,Biden,46.0,1
Maine CD-2,425.0,Trump,43.0,1
Michigan,800.0,Biden,52.0,16
Michigan,800.0,Trump,44.0,16
Florida,2906.0,Biden,49.7,29
Florida,2906.0,Trump,46.5,29
Michigan,1015.0,Biden,46.0,16
Michigan,1015.0,Trump,46.7,16
Iowa,402.0,Biden,44.0,6
Iowa,402.0,Trump,50.0,6
Iowa,402.0,Biden,46.0,6
Iowa,402.0,Trump,49.0,6
Iowa,402.0,Biden,46.0,6
Iowa,402.0,Trump,49.0,6
North Carolina,705.0,Biden,45.7,15
North Carolina,705.0,Trump,45.4,15
Iowa,501.0,Biden,45.0,6
Iowa,501.0,Trump,42.0,6
Texas,653.0,Biden,43.0,38
Texas,653.0,Trump,46.0,38
Arizona,481.0,Biden,45.0,11
Arizona,481.0,Trump,46.0,11
Florida,620.0,Biden,46.0,29
Florida,620.0,Trump,43.0,29
Texas,726.0,Biden,45.0,38
Texas,726.0,Trump,46.0,38
Ohio,1011.0,Biden,44.9,18
Ohio,1011.0,Trump,44.3,18
Michigan,1001.0,Biden,49.9,16
Michigan,1001.0,Trump,41.9,16
Pennsylvania,1012.0,Biden,47.3,20
Pennsylvania,1012.0,Trump,44.6,20
Wisconsin,863.0,Biden,50.3,10
Wisconsin,863.0,Trump,41.0,10
California,1885.0,Biden,62.0,55
California,1885.0,Trump,28.0,55
Pennsylvania,1006.0,Biden,48.1,20
Pennsylvania,1006.0,Trump,45.9,20
Georgia,402.0,Biden,46.0,16
Georgia,402.0,Trump,47.0,16
Georgia,402.0,Biden,46.0,16
Georgia,402.0,Trump,48.0,16
Georgia,402.0,Biden,45.0,16
Georgia,402.0,Trump,50.0,16
Ohio,1085.0,Biden,48.0,18
Ohio,1085.0,Trump,47.0,18
Texas,1078.0,Biden,45.0,38
Texas,1078.0,Trump,50.0,38
Georgia,523.0,Biden,45.0,16
Georgia,523.0,Trump,45.0,16
Nevada,800.0,Biden,47.0,6
Nevada,800.0,Trump,43.0,6
Michigan,737.0,Biden,50.0,16
Michigan,737.0,Trump,42.0,16
Michigan,641.0,Biden,51.0,16
Michigan,641.0,Trump,45.0,16
Pennsylvania,723.0,Biden,49.0,20
Pennsylvania,723.0,Trump,44.0,20
Pennsylvania,642.0,Biden,49.0,20
Pennsylvania,642.0,Trump,45.0,20
Wisconsin,770.0,Biden,49.0,10
Wisconsin,770.0,Trump,44.0,10
Wisconsin,664.0,Biden,50.0,10
Wisconsin,664.0,Trump,46.0,10
Virginia,796.0,Biden,48.0,13
Virginia,796.0,Trump,43.0,13
Arizona,262.0,Biden,49.0,11
Arizona,262.0,Trump,43.0,11
Florida,702.0,Biden,49.0,29
Florida,702.0,Trump,46.0,29
Michigan,568.0,Biden,51.0,16
Michigan,568.0,Trump,43.0,16
North Carolina,579.0,Biden,48.0,15
North Carolina,579.0,Trump,46.0,15
Pennsylvania,579.0,Biden,49.0,20
Pennsylvania,579.0,Trump,45.0,20
Wisconsin,571.0,Biden,51.0,10
Wisconsin,571.0,Trump,42.0,10
Maine,500.0,Biden,50.8,2
Maine,500.0,Trump,38.6,2
Maine,500.0,Biden,51.4,2
Maine,500.0,Trump,39.2,2
Maine CD-1,267.0,Biden,54.31,1
Maine CD-1,267.0,Trump,32.58,1
Maine CD-1,267.0,Biden,55.43,1
Maine CD-1,267.0,Trump,33.71,1
Maine CD-2,233.0,Biden,46.78,1
Maine CD-2,233.0,Trump,45.49,1
Maine CD-2,233.0,Biden,46.78,1
Maine CD-2,233.0,Trump,45.49,1
North Carolina,612.0,Biden,44.0,15
North Carolina,612.0,Trump,45.0,15
Oklahoma,500.0,Biden,33.0,7
Oklahoma,500.0,Trump,55.0,7
Arizona,701.0,Biden,49.0,11
Arizona,701.0,Trump,47.0,11
Arizona,579.0,Biden,48.0,11
Arizona,579.0,Trump,49.0,11
Florida,765.0,Biden,48.0,29
Florida,765.0,Trump,47.0,29
Florida,613.0,Biden,47.0,29
Florida,613.0,Trump,51.0,29
Pennsylvania,625.0,Biden,49.0,20
Pennsylvania,625.0,Trump,40.0,20
Pennsylvania,480.0,Biden,48.0,20
Pennsylvania,480.0,Trump,42.0,20
South Carolina,764.0,Biden,44.0,9
South Carolina,764.0,Trump,50.0,9
Georgia,1150.0,Biden,47.0,16
Georgia,1150.0,Trump,47.3,16
Arizona,400.0,Biden,53.0,11
Arizona,400.0,Trump,42.0,11
Florida,400.0,Biden,51.0,29
Florida,400.0,Trump,45.0,29
Michigan,400.0,Biden,50.0,16
Michigan,400.0,Trump,45.0,16
Pennsylvania,400.0,Biden,53.0,20
Pennsylvania,400.0,Trump,42.0,20
Wisconsin,400.0,Biden,51.0,10
Wisconsin,400.0,Trump,44.0,10
Michigan,600.0,Biden,46.0,16
Michigan,600.0,Trump,41.0,16
Georgia,800.0,Biden,45.0,16
Georgia,800.0,Trump,45.0,16
Georgia,800.0,Biden,46.0,16
Georgia,800.0,Trump,46.0,16
Kansas,883.0,Biden,42.0,6
Kansas,883.0,Trump,48.0,6
Kansas,883.0,Biden,45.0,6
Kansas,883.0,Trump,49.0,6
Kentucky,807.0,Biden,35.0,8
Kentucky,807.0,Trump,55.0,8
Kentucky,807.0,Biden,38.0,8
Kentucky,807.0,Trump,56.0,8
Michigan,455.0,Biden,48.0,16
Michigan,455.0,Trump,42.0,16
Michigan,455.0,Biden,50.0,16
Michigan,455.0,Trump,44.0,16
North Carolina,717.0,Biden,50.81,15
North Carolina,717.0,Trump,49.19,15
Florida,1205.0,Biden,48.0,29
Florida,1205.0,Trump,46.0,29
Texas,1140.0,Biden,46.0,38
Texas,1140.0,Trump,48.0,38
Missouri,1046.0,Biden,45.0,10
Missouri,1046.0,Trump,53.0,10
Pennsylvania,1006.0,Biden,47.3,20
Pennsylvania,1006.0,Trump,44.9,20
Pennsylvania,820.0,Biden,50.3,20
Pennsylvania,820.0,Trump,45.4,20
Iowa,658.0,Biden,47.0,6
Iowa,658.0,Trump,47.0,6
Arizona,550.0,Biden,49.3,11
Arizona,550.0,Trump,46.6,11
Minnesota,718.0,Biden,51.0,10
Minnesota,718.0,Trump,42.0,10
Kansas,794.0,Biden,41.0,6
Kansas,794.0,Trump,53.0,6
Nebraska CD-2,400.0,Biden,51.0,1
Nebraska CD-2,400.0,Trump,45.0,1
Montana,625.0,Biden,42.0,3
Montana,625.0,Trump,49.0,3
Georgia,600.0,Biden,49.0,16
Georgia,600.0,Trump,46.0,16
Arizona,855.0,Biden,47.0,11
Arizona,855.0,Trump,42.0,11
Wisconsin,636.0,Biden,47.0,10
Wisconsin,636.0,Trump,41.0,10
Georgia,800.0,Biden,45.0,16
Georgia,800.0,Trump,46.0,16
North Dakota,500.0,Biden,37.0,3
North Dakota,500.0,Trump,56.0,3
Maine,663.0,Biden,55.0,2
Maine,663.0,Trump,38.0,2
North Carolina,653.0,Biden,45.0,15
North Carolina,653.0,Trump,44.0,15
Maine CD-2,440.0,Biden,47.0,1
Maine CD-2,440.0,Trump,45.0,1
Pennsylvania,611.0,Biden,49.0,20
Pennsylvania,611.0,Trump,46.0,20
Wisconsin,609.0,Biden,48.0,10
Wisconsin,609.0,Trump,43.0,10
Michigan,637.0,Biden,49.0,16
Michigan,637.0,Trump,44.0,16
North Carolina,586.0,Biden,47.0,15
North Carolina,586.0,Trump,47.0,15
Arizona,565.0,Biden,47.0,11
Arizona,565.0,Trump,46.0,11
Florida,586.0,Biden,47.0,29
Florida,586.0,Trump,47.0,29
New Jersey,501.0,Biden,52.0,14
New Jersey,501.0,Trump,38.0,14
Wisconsin,800.0,Biden,51.0,10
Wisconsin,800.0,Trump,42.0,10
North Carolina,1092.0,Biden,47.0,15
North Carolina,1092.0,Trump,45.0,15
Arizona,420.0,Biden,48.0,11
Arizona,420.0,Trump,44.0,11
Arizona,420.0,Biden,48.0,11
Arizona,420.0,Trump,46.0,11
Arizona,420.0,Biden,47.0,11
Arizona,420.0,Trump,47.0,11
Michigan,517.0,Biden,53.0,16
Michigan,517.0,Trump,42.0,16
Ohio,556.0,Biden,45.0,18
Ohio,556.0,Trump,48.0,18
Pennsylvania,549.0,Biden,52.0,20
Pennsylvania,549.0,Trump,45.0,20
Wisconsin,704.0,Biden,51.0,10
Wisconsin,704.0,Trump,44.0,10
Arizona,653.0,Biden,49.0,11
Arizona,653.0,Trump,40.0,11
Michigan,600.0,Biden,48.0,16
Michigan,600.0,Trump,40.0,16
California,5942.0,Biden,67.0,55
California,5942.0,Trump,28.0,55
Wisconsin,800.0,Biden,51.0,10
Wisconsin,800.0,Trump,42.0,10
Vermont,586.0,Biden,55.73,3
Vermont,586.0,Trump,32.46,3
Florida,1158.0,Biden,47.0,29
Florida,1158.0,Trump,44.0,29
Michigan,930.0,Biden,49.0,16
Michigan,930.0,Trump,39.0,16
Pennsylvania,1036.0,Biden,49.0,20
Pennsylvania,1036.0,Trump,44.0,20
North Carolina,500.0,Biden,46.2,15
North Carolina,500.0,Trump,42.8,15
North Carolina,500.0,Biden,47.4,15
North Carolina,500.0,Trump,43.2,15
Kentucky,1164.0,Biden,38.0,8
Kentucky,1164.0,Trump,58.0,8
Maine,1183.0,Biden,59.0,2
Maine,1183.0,Trump,38.0,2
Maine CD-1,707.0,Biden,64.0,1
Maine CD-1,707.0,Trump,32.0,1
Maine CD-2,476.0,Biden,53.0,1
Maine CD-2,476.0,Trump,44.0,1
South Carolina,969.0,Biden,45.0,9
South Carolina,969.0,Trump,51.0,9
Washington,501.0,Biden,58.0,12
Washington,501.0,Trump,36.0,12
Wisconsin,809.0,Biden,51.0,10
Wisconsin,809.0,Trump,42.0,10
North Carolina,596.0,Biden,47.0,15
North Carolina,596.0,Trump,47.0,15
Florida,428.0,Biden,50.0,29
Florida,428.0,Trump,45.0,29
Florida,428.0,Biden,50.0,29
Florida,428.0,Trump,45.0,29
Florida,428.0,Biden,49.0,29
Florida,428.0,Trump,46.0,29
Arizona,679.0,Biden,49.0,11
Arizona,679.0,Trump,46.0,11
North Carolina,893.0,Biden,49.0,15
North Carolina,893.0,Trump,44.0,15
North Carolina,787.0,Biden,49.0,15
North Carolina,787.0,Trump,46.0,15
Wisconsin,916.0,Biden,52.0,10
Wisconsin,916.0,Trump,41.0,10
Wisconsin,816.0,Biden,52.0,10
Wisconsin,816.0,Trump,42.0,10
Minnesota,705.0,Biden,57.0,10
Minnesota,705.0,Trump,40.0,10
Minnesota,615.0,Biden,57.0,10
Minnesota,615.0,Trump,41.0,10
Wisconsin,702.0,Biden,50.0,10
Wisconsin,702.0,Trump,46.0,10
Wisconsin,605.0,Biden,52.0,10
Wisconsin,605.0,Trump,46.0,10
Wisconsin,774.0,Biden,50.0,10
Wisconsin,774.0,Trump,43.0,10
Minnesota,643.0,Biden,48.0,10
Minnesota,643.0,Trump,44.0,10
California,1168.0,Biden,60.0,55
California,1168.0,Trump,31.0,55
Arizona,1298.0,Biden,45.0,11
Arizona,1298.0,Trump,40.0,11
Florida,1009.0,Biden,43.0,29
Florida,1009.0,Trump,42.0,29
North Carolina,1172.0,Biden,45.0,15
North Carolina,1172.0,Trump,43.0,15
Florida,631.0,Biden,49.81,29
Florida,631.0,Trump,49.95,29
Utah,1000.0,Biden,35.0,6
Utah,1000.0,Trump,53.0,6
Wisconsin,769.0,Biden,50.0,10
Wisconsin,769.0,Trump,43.0,10
Arizona,684.0,Biden,50.0,11
Arizona,684.0,Trump,48.0,11
Arizona,1106.0,Biden,47.0,11
Arizona,1106.0,Trump,44.0,11
Minnesota,1087.0,Biden,50.0,10
Minnesota,1087.0,Trump,41.0,10
North Carolina,1046.0,Biden,46.1,15
North Carolina,1046.0,Trump,47.8,15
New Hampshire,445.0,Biden,45.0,4
New Hampshire,445.0,Trump,42.0,4
Pennsylvania,659.0,Biden,48.0,20
Pennsylvania,659.0,Trump,43.0,20
Maryland,753.0,Biden,62.0,10
Maryland,753.0,Trump,30.0,10
Maryland,838.0,Biden,61.0,10
Maryland,838.0,Trump,29.0,10
Wisconsin,797.0,Biden,50.0,10
Wisconsin,797.0,Trump,43.0,10
Minnesota,814.0,Biden,50.0,10
Minnesota,814.0,Trump,41.0,10
Nevada,462.0,Biden,46.0,6
Nevada,462.0,Trump,42.0,6
Wisconsin,760.0,Biden,48.0,10
Wisconsin,760.0,Trump,43.0,10
Arizona,600.0,Biden,52.0,11
Arizona,600.0,Trump,42.0,11
Wisconsin,797.0,Biden,50.0,10
Wisconsin,797.0,Trump,43.0,10
Wisconsin,816.0,Biden,50.0,10
Wisconsin,816.0,Trump,42.0,10
Florida,2689.0,Biden,49.6,29
Florida,2689.0,Trump,47.1,29
North Carolina,1000.0,Biden,47.94,15
North Carolina,1000.0,Trump,48.72,15
Wisconsin,823.0,Biden,51.43,10
Wisconsin,823.0,Trump,44.78,10
Oregon,502.0,Biden,51.0,7
Oregon,502.0,Trump,39.0,7
Oklahoma,486.0,Biden,35.2,7
Oklahoma,486.0,Trump,59.6,7
Wisconsin,799.0,Biden,51.0,10
Wisconsin,799.0,Trump,42.0,10
Florida,1600.0,Biden,48.0,29
Florida,1600.0,Trump,46.0,29
North Carolina,1600.0,Biden,48.0,15
North Carolina,1600.0,Trump,48.0,15
Wisconsin,1200.0,Biden,50.0,10
Wisconsin,1200.0,Trump,45.0,10
Pennsylvania,1600.0,Biden,49.0,20
Pennsylvania,1600.0,Trump,46.0,20
Michigan,1600.0,Biden,50.0,16
Michigan,1600.0,Trump,43.0,16
Arizona,1600.0,Biden,48.0,11
Arizona,1600.0,Trump,47.0,11
New Jersey,500.0,Biden,57.89,14
New Jersey,500.0,Trump,39.63,14
Minnesota,553.0,Biden,48.8,10
Minnesota,553.0,Trump,40.1,10
Indiana,1033.0,Biden,39.0,11
Indiana,1033.0,Trump,53.0,11
Pennsylvania,1039.0,Biden,52.0,20
Pennsylvania,1039.0,Trump,44.0,20
Pennsylvania,771.0,Biden,53.0,20
Pennsylvania,771.0,Trump,44.0,20
Wisconsin,791.0,Biden,51.0,10
Wisconsin,791.0,Trump,43.0,10
Arizona,901.0,Biden,49.0,11
Arizona,901.0,Trump,46.0,11
Colorado,657.0,Biden,49.0,9
Colorado,657.0,Trump,43.0,9
Florida,3914.0,Biden,50.0,29
Florida,3914.0,Trump,45.0,29
Georgia,1486.0,Biden,46.0,16
Georgia,1486.0,Trump,48.0,16
Michigan,1455.0,Biden,52.0,16
Michigan,1455.0,Trump,42.0,16
Minnesota,649.0,Biden,49.0,10
Minnesota,649.0,Trump,44.0,10
North Carolina,1592.0,Biden,48.0,15
North Carolina,1592.0,Trump,47.0,15
Ohio,1963.0,Biden,45.0,18
Ohio,1963.0,Trump,50.0,18
Pennsylvania,2227.0,Biden,50.0,20
Pennsylvania,2227.0,Trump,45.0,20
Texas,2829.0,Biden,46.0,38
Texas,2829.0,Trump,46.0,38
Virginia,693.0,Biden,53.0,13
Virginia,693.0,Trump,39.0,13
Arizona,470.0,Biden,49.0,11
Arizona,470.0,Trump,45.0,11
Florida,1144.0,Biden,49.0,29
Florida,1144.0,Trump,46.0,29
Michigan,876.0,Biden,49.0,16
Michigan,876.0,Trump,43.0,16
North Carolina,442.0,Biden,49.0,15
North Carolina,442.0,Trump,47.0,15
Pennsylvania,829.0,Biden,50.0,20
Pennsylvania,829.0,Trump,46.0,20
Wisconsin,501.0,Biden,50.0,10
Wisconsin,501.0,Trump,44.0,10
Pennsylvania,835.0,Biden,51.0,20
Pennsylvania,835.0,Trump,44.0,20
Florida,1047.0,Biden,47.0,29
Florida,1047.0,Trump,48.0,29
Florida,766.0,Biden,48.0,29
Florida,766.0,Trump,48.0,29
Wisconsin,770.0,Biden,51.0,10
Wisconsin,770.0,Trump,43.0,10
Louisiana,600.0,Biden,42.0,8
Louisiana,600.0,Trump,48.0,8
Montana,800.0,Biden,43.0,3
Montana,800.0,Trump,50.0,3
Maine,800.0,Biden,54.0,2
Maine,800.0,Trump,40.0,2
Colorado,800.0,Biden,50.0,9
Colorado,800.0,Trump,40.0,9
Georgia,800.0,Biden,47.0,16
Georgia,800.0,Trump,46.0,16
Iowa,800.0,Biden,45.0,6
Iowa,800.0,Trump,47.0,6
Maine CD-1,433.0,Biden,58.0,1
Maine CD-1,433.0,Trump,35.0,1
Maine CD-2,367.0,Biden,49.0,1
Maine CD-2,367.0,Trump,45.0,1
Wisconsin,763.0,Biden,50.0,10
Wisconsin,763.0,Trump,44.0,10
Minnesota,877.0,Biden,52.0,10
Minnesota,877.0,Trump,44.0,10
Wisconsin,978.0,Biden,50.0,10
Wisconsin,978.0,Trump,44.0,10
Arizona,830.0,Biden,48.0,11
Arizona,830.0,Trump,43.0,11
Wisconsin,670.0,Biden,50.0,10
Wisconsin,670.0,Trump,41.0,10
Wisconsin,775.0,Biden,51.0,10
Wisconsin,775.0,Trump,44.0,10
Pennsylvania,498.0,Biden,44.0,20
Pennsylvania,498.0,Trump,42.0,20
Michigan,1000.0,Biden,52.87,16
Michigan,1000.0,Trump,44.29,16
Florida,1022.0,Biden,45.6,29
Florida,1022.0,Trump,48.7,29
Missouri,500.0,Biden,44.0,10
Missouri,500.0,Trump,49.0,10
Michigan,600.0,Biden,47.0,16
Michigan,600.0,Trump,42.3,16
Ohio,800.0,Biden,44.8,18
Ohio,800.0,Trump,50.5,18
Florida,1093.0,Biden,47.0,29
Florida,1093.0,Trump,44.0,29
Michigan,967.0,Biden,51.0,16
Michigan,967.0,Trump,40.0,16
North Carolina,951.0,Biden,43.0,15
North Carolina,951.0,Trump,44.0,15
Pennsylvania,1053.0,Biden,48.0,20
Pennsylvania,1053.0,Trump,43.0,20
Wisconsin,688.0,Biden,48.0,10
Wisconsin,688.0,Trump,44.0,10
Wisconsin,802.0,Biden,48.0,10
Wisconsin,802.0,Trump,41.0,10
Florida,800.0,Biden,51.0,29
Florida,800.0,Trump,46.0,29
Wisconsin,797.0,Biden,52.0,10
Wisconsin,797.0,Trump,42.0,10
Wisconsin,1000.0,Biden,53.09,10
Wisconsin,1000.0,Trump,44.72,10
Ohio,1000.0,Biden,50.87,18
Ohio,1000.0,Trump,47.04,18
Texas,743.0,Biden,47.0,38
Texas,743.0,Trump,48.0,38
Georgia,800.0,Biden,46.0,16
Georgia,800.0,Trump,46.0,16
Iowa,800.0,Biden,43.0,6
Iowa,800.0,Trump,50.0,6
Michigan,800.0,Biden,50.0,16
Michigan,800.0,Trump,44.0,16
Texas,1176.0,Biden,44.0,38
Texas,1176.0,Trump,43.0,38
Texas,901.0,Biden,46.0,38
Texas,901.0,Trump,48.0,38
New Mexico,1123.0,Biden,54.0,5
New Mexico,1123.0,Trump,39.0,5
Wisconsin,810.0,Biden,52.0,10
Wisconsin,810.0,Trump,42.0,10
Minnesota,501.0,Biden,48.0,10
Minnesota,501.0,Trump,45.0,10
Arizona,858.0,Biden,49.0,11
Arizona,858.0,Trump,39.0,11
Arizona,772.0,Biden,49.0,11
Arizona,772.0,Trump,40.0,11
North Carolina,804.0,Biden,49.0,15
North Carolina,804.0,Trump,45.0,15
North Carolina,722.0,Biden,50.0,15
North Carolina,722.0,Trump,46.0,15
Wisconsin,853.0,Biden,49.0,10
Wisconsin,853.0,Trump,41.0,10
Wisconsin,801.0,Biden,50.0,10
Wisconsin,801.0,Trump,42.0,10
North Carolina,401.0,Biden,47.0,15
North Carolina,401.0,Trump,45.0,15
North Carolina,401.0,Biden,48.0,15
North Carolina,401.0,Trump,46.0,15
North Carolina,401.0,Biden,48.0,15
North Carolina,401.0,Trump,46.0,15
California,600.0,Biden,56.21,55
California,600.0,Trump,39.02,55
Idaho,600.0,Biden,34.48,4
Idaho,600.0,Trump,59.66,4
Florida,1235.0,Biden,48.0,29
Florida,1235.0,Trump,45.0,29
Pennsylvania,1107.0,Biden,52.0,20
Pennsylvania,1107.0,Trump,44.0,20
Colorado,800.0,Biden,50.0,9
Colorado,800.0,Trump,39.0,9
Colorado,800.0,Biden,53.0,9
Colorado,800.0,Trump,41.0,9
Ohio,500.0,Biden,48.0,18
Ohio,500.0,Trump,46.0,18
Pennsylvania,500.0,Biden,50.0,20
Pennsylvania,500.0,Trump,44.0,20
